trr_rd_no,statute,description,subject_no,trr_report_id
JC355961,720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19842482.0,2492082
JC355961,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19842482.0,2492082
JC355961,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19842482.0,2492116
JC355961,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842482.0,2492116
JC355961,720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19842482.0,2492116
JC355961,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19842482.0,2492116
JC355961,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19842482.0,2492372
JC355961,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842482.0,2492372
JC355961,720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19842482.0,2492372
JC355961,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19842482.0,2492372
JC356282,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19842629.0,2494353
JC356282,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19842629.0,2494353
JC356282,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19842629.0,2494353
JC356282,9-52-020,RIDING BICYCLE ON SIDEWALK,19842629.0,2494353
JC356313,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19842622.0,2494604
JC356313,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19842622.0,2494604
JC356313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842622.0,2494604
JC356313,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19842622.0,2494604
JC356313,9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,19842622.0,2494604
JC356313,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19842622.0,2494935
JC356313,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19842622.0,2494935
JC356313,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842622.0,2494935
JC356313,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19842622.0,2494935
JC356313,9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,19842622.0,2494935
JC356515,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19842749.0,2495489
JC356515,8-4-010(E),DISORDERLY CONDUCT - FAIL TO OBEY POLICE,19842749.0,2495489
JC356515,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19842749.0,2495694
JC356515,8-4-010(E),DISORDERLY CONDUCT - FAIL TO OBEY POLICE,19842749.0,2495694
JC357499,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19843009.0,2503537
JC357577,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19843031.0,2504532
JC357551,10-8-515,SOLICITING UNLAWFUL BUSINESS,19843021.0,2504685
JC357551,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19843021.0,2504685
JC357551,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19843021.0,2504685
JC357499,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19843009.0,2505282
JC357720,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19843085.0,2506268
JC357720,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/NO FOID        ,19843085.0,2506268
JC357720,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19843085.0,2506268
JC357720,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19843085.0,2506543
JC357720,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/NO FOID        ,19843085.0,2506543
JC357720,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19843085.0,2506543
JC358088,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19843324.0,2508992
JC358088,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19843324.0,2508992
JC358098,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19843295.0,2509500
JC358098,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,19843295.0,2509500
JC358088,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19843324.0,2511012
JC358088,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19843324.0,2511012
JC358999,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19843577.0,2515557
JC358999,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19843577.0,2515557
JC359287,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19843688.0,2521323
JC359287,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19843688.0,2522163
JC360161,625 ILCS 5.0/11-1406,IVC - DRIVER'S VIEW OBSTRUCTED,19843881.0,2529681
JC360161,625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DEVICES,19843881.0,2529681
JC360161,625 ILCS 5.0/11-305-A,IVC - DISOBEY TRAFFIC CONTROL DEVICE,19843881.0,2529681
JC360161,625 ILCS 5.0/11-904-B,IVC - FAIL TO OBEY STOP SIGN,19843881.0,2529681
JC360161,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19843881.0,2529681
JC360161,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19843881.0,2529681
JC360161,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19843881.0,2529681
JC360161,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19843881.0,2529681
JC360275,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19843957.0,2530386
JC360275,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19843958.0,2530779
JC360275,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19843958.0,2530779
JC360412,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844013.0,2531164
JC360475,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19844095.0,2531924
JC360475,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19844095.0,2531924
JC360475,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19844095.0,2531924
JC360475,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19844095.0,2531924
JC281923,720 ILCS 5.0/18-1-A,ROBBERY,19844184.0,2541701
JC281923,720 ILCS 5.0/18-1-A,ROBBERY,19844184.0,2541764
JC361467,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844424.0,2544056
JC361649,625 ILCS 5.0/11-1204-B,IVC - DISREGARD STOP SIGN,19844386.0,2545086
JC361649,625 ILCS 5.0/11-709-D,CHANGE LANES WHEN PROHIBITED,19844386.0,2545086
JC361649,625 ILCS 5.0/11-802-A,IVC - IMPROPER U-TURN,19844386.0,2545086
JC361649,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19844386.0,2545086
JC361649,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 4-9,19844386.0,2545086
JC361649,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19844386.0,2545086
JC361467,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19844369.0,2545256
JC361467,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844369.0,2545256
JC361908,720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,19844529.0,2545941
JC361908,8-4-015,GANG LOITERING,19844529.0,2545941
JC361865,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844492.0,2546079
JC361966,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19844569.0,2547101
JC361966,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844569.0,2547101
JC362249,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844667.0,2552272
JC362249,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19844667.0,2552272
JC362249,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19844667.0,2552272
JC362385,625 ILCS 5.0/3-413,IVC - FAIL TO DISPLAY REGIS PLATE/DECAL 1ST&2ND,19844702.0,2554567
JC362385,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19844702.0,2554567
JC362385,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844702.0,2554567
JC362385,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19844702.0,2554567
JC362385,720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19844702.0,2554567
JC362385,625 ILCS 5.0/3-413,IVC - FAIL TO DISPLAY REGIS PLATE/DECAL 1ST&2ND,19844702.0,2554823
JC362385,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19844702.0,2554823
JC362385,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844702.0,2554823
JC362385,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19844702.0,2554823
JC362385,720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19844702.0,2554823
JC362820,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19844807.0,2558028
JC362820,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19844807.0,2558028
JC362714,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/>$300,19844834.0,2559246
JC363039,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844889.0,2560135
JC363039,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19844889.0,2560135
JC363039,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19844889.0,2560135
JC363039,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844889.0,2560135
JC363039,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844889.0,2560278
JC363039,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19844889.0,2560278
JC363039,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19844889.0,2560278
JC363039,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844889.0,2560278
JC363039,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844889.0,2560329
JC363039,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19844889.0,2560329
JC363039,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19844889.0,2560329
JC363039,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844889.0,2560329
JC363308,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19844989.0,2561181
JC363308,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19844989.0,2561181
JC363039,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844889.0,2561184
JC363039,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19844889.0,2561184
JC363039,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19844889.0,2561184
JC363039,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19844889.0,2561184
JC363332,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844987.0,2561462
JC363332,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19844987.0,2561462
JC363332,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19844987.0,2561462
JC363334,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19844965.0,2561479
JC363486,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19845073.0,2562692
JC363486,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19845073.0,2562692
JC364409,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845360.0,2575359
JC364458,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845369.0,2575975
JC364458,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19845369.0,2575975
JC364458,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845367.0,2575990
JC364458,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845368.0,2576164
JC364458,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19845368.0,2576164
JC364458,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845368.0,2576195
JC364458,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19845368.0,2576195
JC364458,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845369.0,2576306
JC364458,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19845369.0,2576306
JC364800,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845525.0,2577138
JC364800,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19845525.0,2577139
JC364821,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19845521.0,2577864
JC364821,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19845521.0,2577864
JC364821,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19845521.0,2577864
JC364821,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19845521.0,2577864
JC364821,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19845521.0,2577864
JC364816,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19845542.0,2578490
JC364816,625 ILCS 5.0/11-403,IVC - FAIL GIVE INFO/RENDER AID/INJURY,19845542.0,2578490
JC364816,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19845542.0,2578490
JC364816,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19845542.0,2578490
JC364816,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 3RD,19845542.0,2578490
JC364816,9-24-010(B),STOP AT STOP SIGN,19845542.0,2578490
JC364816,9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,19845542.0,2578490
JC365300,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19845661.0,2584338
JC365300,720 ILCS 600.0/3.5-C,POSS DRUG PARAPHERNALIA,19845661.0,2584338
JC365669,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19845803.0,2589546
JC365669,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19845803.0,2589546
JC365669,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19845803.0,2589546
JC365669,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19845803.0,2589546
JC365669,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19845803.0,2590393
JC365669,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19845803.0,2590393
JC365669,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19845803.0,2590393
JC365669,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19845803.0,2590393
JC366590,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19846171.0,2596228
JC366590,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846171.0,2596228
JC366632,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19846186.0,2596656
JC367112,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19846301.0,2599394
JC367112,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19846301.0,2599394
JC367112,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846301.0,2599394
JC367112,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19846301.0,2600041
JC367112,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19846301.0,2600041
JC367112,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846301.0,2600041
JC367296,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19846360.0,2600900
JC367296,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19846360.0,2600900
JC367296,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19846360.0,2600900
JC367480,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19846459.0,2602763
JC367480,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846459.0,2602763
JC367618,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19846527.0,2603613
JC367618,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19846527.0,2603613
JC367844,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,19846641.0,2605220
JC368002,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19846686.0,2606252
JC368002,510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19846688.0,2606908
JC368002,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19846688.0,2606908
JC368002,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846688.0,2606908
JC368002,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19846686.0,2607183
JC368002,510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19846688.0,2607378
JC368002,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19846688.0,2607378
JC368002,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846688.0,2607378
JC368264,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19846749.0,2608045
JC368264,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846749.0,2608045
JC368264,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19846749.0,2608610
JC368264,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846749.0,2608610
JC368500,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19846812.0,2611472
JC368500,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19846812.0,2611472
JC368500,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846812.0,2611472
JC368863,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19846981.0,2612561
JC368863,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19846981.0,2612561
JC370321,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847424.0,2628844
JC370321,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847424.0,2628844
JC370321,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847424.0,2628943
JC370321,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847424.0,2628943
JC370360,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847488.0,2628982
JC370360,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847488.0,2628982
JC370360,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847488.0,2628982
JC370360,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847488.0,2628994
JC370360,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847488.0,2628994
JC370360,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847488.0,2628994
JC370360,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847488.0,2629243
JC370360,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847488.0,2629243
JC370360,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847488.0,2629243
JC370288,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19847353.0,2629363
JC370288,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847353.0,2629363
JC370288,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847353.0,2629363
JC370288,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19847353.0,2629363
JC370288,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19847353.0,2629363
JC370360,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847488.0,2629428
JC370360,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847488.0,2629428
JC370360,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847488.0,2629428
JC370423,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847482.0,2629577
JC370423,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19847482.0,2629577
JC370423,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847482.0,2629577
JC370423,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847469.0,2629693
JC370423,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847469.0,2629693
JC370360,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19847488.0,2629824
JC370360,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847488.0,2629824
JC370360,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19847488.0,2629824
JC369782,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300/PRECONV,19847285.0,2630144
JC370524,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/<$500,19847549.0,2631043
JC370524,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847549.0,2631043
JC370524,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19847549.0,2631043
JC376544,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19849483.0,2696709
JC371010,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19847665.0,2637312
JC371010,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19847665.0,2637312
JC371010,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847665.0,2637312
JC371316,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19847740.0,2640507
JC371316,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847740.0,2640507
JC371885,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19847896.0,2644390
JC371885,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19847896.0,2644390
JC371885,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847896.0,2644390
JC371885,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19847896.0,2644390
JC371898,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847909.0,2644573
JC371898,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19847909.0,2644573
JC371898,720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,19847909.0,2644573
JC371898,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19847909.0,2644573
JC371898,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19847909.0,2644780
JC371898,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19847909.0,2644780
JC371898,720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,19847909.0,2644780
JC371898,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19847909.0,2644780
JC372990,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19848301.0,2659885
JC372990,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19848301.0,2659885
JC372990,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19848301.0,2659885
JC373262,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19848380.0,2661237
JC373262,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19848380.0,2661237
JC373368,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19848449.0,2661897
JC373368,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19848449.0,2661897
JC374576,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19848774.0,2674362
